City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Roald,NO,62.5833,6.1333,33.94,80,75,4.61,broken clouds
346,Nome,US,64.5011,-165.4064,11.1,75,0,13.04,clear sky
347,Bambous Virieux,MU,-20.3428,57.7575,80.85,94,75,34.52,light intensity shower rain
348,Pontian Kecil,MY,1.4801,103.3899,80.73,88,54,6.49,broken clouds
349,Hede,CN,33.7681,120.2517,34.9,63,100,2.82,overcast clouds
350,Guaira,BR,-20.3183,-48.3106,70.56,91,100,3.06,overcast clouds
351,Lazaro Cardenas,MX,17.9583,-102.2,80.11,53,0,3.06,clear sky
352,Vaitape,PF,-16.5167,-151.75,80.56,76,19,19.69,few clouds
353,Aksu,CN,41.1231,80.2644,25.57,49,95,3.13,overcast clouds
354,Sedona,US,34.8697,-111.761,42.55,33,0,4.0,clear sky
355,Isangel,VU,-19.55,169.2667,76.73,88,90,0.83,overcast clouds
356,Luena,AO,-11.7833,19.9167,70.03,74,71,0.81,broken clouds
357,Xapuri,BR,-10.6517,-68.5044,81.25,60,100,1.74,overcast clouds
358,Acapulco,MX,16.8634,-99.8901,82.22,61,75,5.75,broken clouds
359,Upanema,BR,-5.6419,-37.2578,95.74,31,26,5.17,scattered clouds
360,Manzhouli,CN,49.6,117.4333,-15.16,96,42,6.17,scattered clouds
361,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,16.11,scattered clouds
362,Saint-Francois,FR,46.4154,3.9054,47.68,86,100,6.91,overcast clouds
363,Kursavka,RU,44.4564,42.5093,34.61,89,100,3.67,light snow
364,Muisne,EC,0.6,-80.0333,80.71,81,81,8.08,light rain
365,Ilulissat,GL,69.2167,-51.1,3.22,85,75,21.85,light shower snow
366,Qiongshan,CN,20.0058,110.3542,60.85,92,100,11.68,overcast clouds
367,Tupelo,US,34.2576,-88.7034,55.69,87,100,11.01,moderate rain
368,Ibimirim,BR,-8.5406,-37.6903,97.03,21,7,7.02,clear sky
369,Tucupita,VE,9.0622,-62.051,88.29,49,48,7.25,scattered clouds
370,Andros Town,BS,24.7,-77.7667,76.96,61,54,19.3,broken clouds
371,Ostrovnoy,RU,68.0531,39.5131,20.64,86,100,15.26,overcast clouds
372,Karratha,AU,-20.7377,116.8463,82.02,75,100,13.38,overcast clouds
373,Atar,MR,20.5169,-13.0499,89.29,12,81,19.39,broken clouds
374,Joetsu,JP,37.1483,138.2364,36.36,90,97,8.52,overcast clouds
375,Xining,CN,36.6167,101.7667,14.0,65,41,2.26,scattered clouds
376,Floriano,BR,-6.7669,-43.0225,94.53,34,2,5.59,clear sky
377,Virginia Beach,US,36.8529,-75.978,50.04,88,100,3.0,overcast clouds
378,Swan River,CA,52.1058,-101.2676,-17.7,88,27,8.63,scattered clouds
379,Black River,JM,18.0264,-77.8487,82.98,57,0,8.77,clear sky
380,Nizwa,OM,22.9333,57.5333,72.43,48,0,4.81,clear sky
381,Murgab,TM,37.4966,61.9714,49.32,36,12,5.59,few clouds
382,Pathein,MM,16.7833,94.7333,64.89,78,1,7.45,clear sky
383,Bloomfield,US,40.8068,-74.1854,45.18,76,100,0.0,overcast clouds
384,Cortez,US,37.3489,-108.5859,33.42,60,100,8.05,overcast clouds
385,Plaisance-Du-Touch,FR,43.5657,1.2975,52.14,87,100,5.75,overcast clouds
386,Sinop,TR,41.7711,34.8709,40.14,87,100,14.58,overcast clouds
387,Ijui,BR,-28.3878,-53.9147,102.34,14,2,3.15,clear sky
388,Clinton,US,42.587,-82.9199,34.95,93,100,1.01,snow
389,Palmer,US,42.1584,-72.3287,43.83,73,100,1.99,overcast clouds
390,Zhifang,CN,30.35,114.3167,38.75,88,93,0.96,overcast clouds
391,Adrar,MR,20.5022,-10.0711,82.96,13,91,17.6,overcast clouds
392,Srednyaya Yelyuzan,RU,53.0241,45.9529,31.89,98,100,10.63,light snow
393,Klaksvik,FO,62.2266,-6.589,38.32,66,100,14.67,overcast clouds
394,Dalbandin,PK,28.8947,64.4101,51.66,33,0,14.83,clear sky
395,Aswan,EG,24.0934,32.907,64.56,32,0,3.83,clear sky
396,Itarema,BR,-2.9248,-39.9167,86.67,57,93,13.33,overcast clouds
397,Sao Filipe,CV,14.8961,-24.4956,74.52,72,0,15.75,clear sky
398,Sikonge,TZ,-5.6333,32.7667,66.83,89,92,3.51,overcast clouds
399,Simbahan,PH,6.3032,120.5836,81.0,78,75,13.09,broken clouds
400,Ulcinj,ME,41.9294,19.2244,53.51,60,0,7.63,clear sky
401,Zhongshu,CN,24.5167,103.7667,35.19,99,100,3.15,overcast clouds
402,Vila,PT,42.0304,-8.1588,55.71,54,4,2.86,clear sky
403,Mount Isa,AU,-20.7333,139.5,80.37,74,100,5.75,light rain
404,Naze,JP,28.3667,129.4833,55.92,89,100,18.66,overcast clouds
405,Berlevag,NO,70.8578,29.0864,19.35,86,75,9.22,broken clouds
406,Anadyr,RU,64.75,177.4833,4.35,64,0,12.97,clear sky
407,Rockland,US,41.1668,-74.0496,43.97,78,100,1.99,overcast clouds
408,Florianopolis,BR,-27.6146,-48.5012,87.26,79,20,12.66,few clouds
409,Coahuayana,MX,18.7333,-103.6833,81.88,32,0,4.52,clear sky
410,Verkhnyaya Inta,RU,65.9811,60.3094,13.84,94,100,3.6,light snow
411,Buala,SB,-8.145,159.5921,78.89,86,100,6.2,light rain
412,Mildura,AU,-34.2,142.15,58.96,51,0,6.91,clear sky
413,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,73,31,10.02,scattered clouds
414,Hovd,MN,48.0056,91.6419,-6.79,96,93,2.17,overcast clouds
415,Lazdijai,LT,54.2333,23.5167,30.06,96,100,10.83,overcast clouds
416,Tommot,RU,58.9564,126.2925,-7.73,95,100,7.94,overcast clouds
417,Karpathos,GR,35.507,27.2132,58.96,77,40,17.27,scattered clouds
418,Mazagao,BR,-0.115,-51.2894,86.05,76,89,5.01,overcast clouds
419,Carupano,VE,10.6678,-63.2585,83.75,63,9,13.85,clear sky
420,Kabinda,CD,-6.1333,24.4833,67.1,89,100,2.53,overcast clouds
421,Moranbah,AU,-22.0016,148.0466,79.45,81,100,11.9,overcast clouds
422,Gaoua,BF,10.2992,-3.2508,90.63,4,2,4.79,clear sky
423,Dolores,AR,-36.3132,-57.6792,90.07,35,7,9.08,clear sky
424,Bandarbeyla,SO,9.4942,50.8122,76.33,71,60,17.6,broken clouds
425,Tazovskiy,RU,67.4667,78.7,-17.21,100,61,7.4,broken clouds
426,Bihariganj,IN,25.7333,86.9833,60.76,45,0,7.38,clear sky
427,Bend,US,44.0582,-121.3153,33.48,78,0,1.01,clear sky
428,Hualmay,PE,-11.0964,-77.6139,76.15,69,3,12.39,clear sky
429,Sidi Ali,DZ,36.0998,0.4206,56.41,55,0,2.06,clear sky
430,Saint-Augustin,CA,51.226,-58.6502,19.49,88,98,15.17,overcast clouds
431,Aloleng,PH,16.1307,119.7824,76.78,74,13,8.52,few clouds
432,Tautira,PF,-17.7333,-149.15,78.82,77,25,20.2,light rain
433,Nakamura,JP,32.9833,132.9333,37.51,80,92,4.5,overcast clouds
434,Sistranda,NO,63.7256,8.834,30.9,63,99,18.86,snow
435,Sorland,NO,67.667,12.6934,28.26,56,100,15.41,overcast clouds
436,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,29,0,11.5,clear sky
437,Ndioum,SN,16.5129,-14.6471,95.58,6,47,18.34,scattered clouds
438,Mogadishu,SO,2.0371,45.3438,79.27,82,93,20.62,overcast clouds
439,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.23,60,38,9.4,scattered clouds
440,Touros,BR,-5.1989,-35.4608,88.7,58,83,12.41,broken clouds
441,Wilmington,US,34.2257,-77.9447,60.71,59,100,4.61,overcast clouds
442,Sakakah,SA,29.9697,40.2064,54.36,33,26,12.44,scattered clouds
443,Falam,MM,22.9167,93.6833,42.89,58,0,3.18,clear sky
444,Goderich,CA,43.7501,-81.7165,33.21,98,100,12.73,snow
445,Prudentopolis,BR,-25.2131,-50.9778,87.28,41,68,1.32,broken clouds
446,Padang,ID,-0.9492,100.3543,78.42,86,92,4.0,overcast clouds
447,Cap Malheureux,MU,-19.9842,57.6142,81.09,80,100,18.99,moderate rain
448,Gazli,UZ,40.1333,63.45,43.12,57,0,5.99,clear sky
449,La Ronge,CA,55.1001,-105.2842,-21.82,92,6,7.67,clear sky
450,Carballo,ES,43.213,-8.691,62.29,66,19,2.77,few clouds
451,Batagay,RU,67.6333,134.6333,-30.78,99,88,3.98,overcast clouds
452,Half Moon Bay,US,37.4636,-122.4286,57.36,36,0,5.01,clear sky
453,Haines Junction,CA,60.7522,-137.5108,-0.49,100,100,1.52,overcast clouds
454,Cheremukhovo,RU,60.3484,59.9851,13.1,96,95,4.09,overcast clouds
455,Suntar,RU,62.1444,117.6319,-25.78,99,34,3.49,scattered clouds
456,Skjervoy,NO,70.0311,20.9714,26.78,69,53,18.68,broken clouds
457,Taoudenni,ML,22.6783,-3.9836,77.65,11,1,17.29,clear sky
458,Celestun,MX,20.8667,-90.4,80.85,61,0,6.55,clear sky
459,Barabai,ID,-2.5833,115.3833,74.35,93,100,1.59,overcast clouds
460,Axim,GH,4.8699,-2.2405,83.57,68,57,11.59,broken clouds
461,Walvis Bay,NA,-22.9575,14.5053,74.35,56,0,13.8,clear sky
462,Auki,SB,-8.7676,160.7034,78.35,86,100,6.15,heavy intensity rain
463,Damaturu,NG,11.747,11.9608,79.02,11,45,8.84,scattered clouds
464,Tual,ID,-5.6667,132.75,82.96,72,100,6.31,overcast clouds
465,Rusape,ZW,-18.5278,32.1284,69.28,73,69,4.61,broken clouds
466,Egvekinot,RU,66.3167,-179.1667,-7.56,79,12,18.14,few clouds
467,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,91,0,5.01,clear sky
468,Kaina,NG,12.6374,8.5873,79.48,11,62,7.4,broken clouds
469,Hirara,JP,24.8,125.2833,71.1,76,97,15.03,overcast clouds
470,Maraba,BR,-5.3686,-49.1178,80.78,94,40,2.3,scattered clouds
471,Grindavik,IS,63.8424,-22.4338,30.15,63,40,11.5,light snow
472,Prestea,GH,5.4327,-2.1428,93.09,33,5,6.02,clear sky
473,Beatrice,US,40.2681,-96.747,18.18,48,0,14.97,clear sky
474,Monkey Bay,MW,-14.0728,34.9201,80.06,72,2,7.02,light rain
475,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,93.15,46,42,6.04,scattered clouds
476,Nyrob,RU,60.733,56.7202,24.6,95,100,7.27,overcast clouds
477,Jaguey Grande,CU,22.5269,-81.1286,79.45,46,2,11.25,clear sky
478,Marawi,PH,7.9986,124.2928,67.64,93,100,0.92,overcast clouds
479,Yarke Pole,UA,45.608,34.3172,43.21,92,100,7.43,overcast clouds
480,Matay,EG,28.419,30.7792,59.72,30,26,5.97,scattered clouds
481,Mizdah,LY,31.4451,12.9801,47.73,58,48,18.3,scattered clouds
482,Champerico,GT,14.3,-91.9167,88.75,60,0,6.93,clear sky
483,Cabano,PH,10.5869,122.7002,77.86,84,91,16.22,light rain
484,Bayan,CN,46.0833,127.4,-2.92,98,97,5.61,overcast clouds
485,Marquette,US,46.5333,-87.6335,12.34,63,100,10.85,overcast clouds
486,Trinidad,BO,-14.8333,-64.9,84.18,74,40,4.61,scattered clouds
487,Kuminskiy,RU,58.6667,66.5667,23.97,93,100,9.82,overcast clouds
488,Tailai,CN,46.3833,123.4,-6.25,86,27,5.46,scattered clouds
489,Santa Maria,BR,-29.6842,-53.8069,98.98,20,0,6.31,clear sky
490,Marathon,US,44.9,-89.7668,8.13,63,0,1.01,clear sky
491,Medicine Hat,CA,50.0501,-110.6683,-4.79,68,86,1.01,overcast clouds
492,Nishihara,JP,26.1842,127.7558,69.08,94,75,3.44,mist
493,Monticello,US,45.3055,-93.7941,3.94,67,0,11.5,clear sky
494,Keita,NE,14.7551,5.7749,82.4,7,0,7.72,clear sky
495,Gizo,SB,-8.103,156.8419,81.9,79,100,14.7,moderate rain
496,Dondo,MZ,-19.6094,34.7431,81.91,76,14,6.53,few clouds
497,Saint Anthony,US,45.0205,-93.218,4.89,65,0,5.01,clear sky
498,Vestmannaeyjar,IS,63.4427,-20.2734,34.72,66,100,8.5,light snow
499,Kauhajoki,FI,62.4333,22.1833,12.4,99,95,1.23,overcast clouds
500,Havelock,US,34.8791,-76.9013,58.98,74,16,3.0,few clouds
501,Erenhot,CN,43.6475,111.9767,-1.73,92,5,4.41,clear sky
502,Jacobabad,PK,28.281,68.4388,68.04,22,0,14.85,clear sky
503,Adre,TD,13.4667,22.2,74.53,17,0,9.22,clear sky
504,Marsh Harbour,BS,26.5412,-77.0636,72.19,53,30,17.4,scattered clouds
505,Gdynia,PL,54.5189,18.5319,34.05,83,40,8.05,scattered clouds
506,Mapiripan,CO,2.8892,-72.1256,97.56,26,46,8.7,scattered clouds
507,Komae,JP,35.6364,139.5744,42.71,48,29,5.86,scattered clouds
508,Camacha,PT,33.0833,-16.3333,64.53,88,40,11.5,scattered clouds
509,Collierville,US,35.042,-89.6645,55.8,91,100,3.0,overcast clouds
510,Boa Vista,BR,2.8197,-60.6733,93.18,36,40,16.11,scattered clouds
511,Itoman,JP,26.1247,127.6694,69.82,92,75,10.36,broken clouds
512,Basco,PH,20.4487,121.9702,74.61,73,71,13.78,broken clouds
513,Mackay,AU,-21.15,149.2,80.69,80,100,7.74,overcast clouds
514,Roswell,US,34.0232,-84.3616,52.57,66,75,4.0,broken clouds
515,Vallenar,CL,-28.5708,-70.7581,84.02,26,0,8.3,clear sky
516,Ileza,RU,61.0533,43.9002,23.18,96,100,6.71,light snow
517,Nerchinskiy Zavod,RU,51.3088,119.61,-24.95,98,26,2.68,scattered clouds
518,Maldonado,UY,-34.6667,-54.9167,88.99,31,2,6.87,clear sky
519,Motupe,PE,-6.1519,-79.7142,87.67,40,9,7.92,clear sky
520,Tondano,ID,1.3038,124.9112,66.29,93,100,2.1,very heavy rain
521,Aksarka,RU,66.5606,67.7975,2.37,97,100,5.59,light snow
522,Piopio,NZ,-38.4667,175.0167,61.09,97,100,3.38,overcast clouds
523,Tucuman,AR,-26.8241,-65.2226,89.6,51,0,5.75,clear sky
524,Spirit River,CA,55.7833,-118.8361,-8.25,78,100,8.1,overcast clouds
525,Sorong,ID,-0.8833,131.25,78.44,84,91,2.84,overcast clouds
526,Kununurra,AU,-15.7667,128.7333,78.78,89,75,4.61,broken clouds
527,Boyolangu,ID,-8.1181,111.8935,76.14,91,33,2.15,scattered clouds
528,Logan,US,41.7355,-111.8344,23.14,76,100,3.0,mist
529,Aden,YE,12.7794,45.0367,78.67,72,100,11.39,overcast clouds
530,Peniche,PT,39.3558,-9.3811,64.09,76,32,7.14,scattered clouds
531,Katherine,AU,-14.4667,132.2667,77.32,94,98,4.61,overcast clouds
532,Mayo,US,38.8876,-76.5119,46.74,76,0,3.0,mist
533,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,87,100,2.68,overcast clouds
534,Nong Phai,TH,15.9903,101.0618,79.65,61,8,1.59,clear sky
535,Kashira,RU,54.8444,38.1669,21.54,97,78,6.46,broken clouds
536,Kalemie,CD,-5.9475,29.1947,71.71,84,100,1.97,moderate rain
537,Harper,LR,4.375,-7.7169,82.99,69,74,11.1,broken clouds
538,Tigil,RU,57.8,158.6667,11.43,97,94,3.56,overcast clouds
539,Kholm,RU,59.2667,32.85,11.46,98,98,2.28,overcast clouds
540,Tongren,CN,27.7172,109.1853,35.53,92,100,2.62,light rain
541,Talaya,RU,61.3833,152.75,-16.65,99,100,3.24,overcast clouds
542,Matagami,CA,49.7502,-77.6328,6.91,66,75,11.5,broken clouds
543,Aban,RU,56.67,96.06,-1.86,99,99,2.28,overcast clouds
544,Belyy Yar,RU,53.6039,91.3903,-16.15,87,20,4.47,fog
545,Sedan,FR,49.6667,5.0,48.31,97,100,6.13,overcast clouds
546,Waddan,LY,29.1614,16.139,51.71,56,81,20.85,broken clouds
547,Omsukchan,RU,62.5333,155.8,-9.38,98,99,5.95,overcast clouds
548,Carutapera,BR,-1.195,-46.02,79.03,87,99,8.61,moderate rain
549,Slupsk,PL,54.4641,17.0287,31.21,89,96,4.83,overcast clouds
550,Sambava,MG,-14.2667,50.1667,78.87,77,98,6.51,overcast clouds
551,Meulaboh,ID,4.1363,96.1285,78.51,79,99,3.22,overcast clouds
552,Labuhan,ID,-6.8844,112.2051,78.53,85,45,8.66,scattered clouds
553,Helong,CN,42.5397,128.9972,4.28,84,18,6.06,few clouds
554,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,74,40,3.44,scattered clouds
555,Loiza,PR,18.4313,-65.8802,86.81,69,20,18.41,few clouds
556,Favara,IT,37.3175,13.6623,49.89,70,4,5.91,clear sky
557,Keffi,NG,8.8486,7.8736,89.98,12,29,2.06,scattered clouds
558,Old Town,CZ,50.087,14.4202,41.47,72,75,10.0,broken clouds
559,Tarko-Sale,RU,64.9225,77.785,-13.85,99,78,9.44,broken clouds
560,Yarmouth,US,41.7057,-70.2286,45.01,90,100,4.61,mist
561,Vysokogornyy,RU,50.1167,139.15,-12.48,100,91,3.62,overcast clouds
562,Lagunillas,VE,10.1301,-71.2595,86.61,54,21,8.08,few clouds
563,Augusta,DE,48.3667,10.8833,42.48,76,40,9.22,scattered clouds
564,Shelopugino,RU,51.6514,117.5599,-25.89,100,46,2.21,scattered clouds
565,Morazan,HN,15.3167,-87.6,85.77,50,1,0.38,clear sky
566,West Bay,KY,19.3667,-81.4167,84.27,73,40,1.99,scattered clouds
567,Humaita,BR,-7.5061,-63.0208,83.26,82,98,1.45,overcast clouds
568,Florida,US,28.7505,-82.5001,77.09,44,0,8.01,clear sky
569,Alofi,NU,-19.0595,-169.9187,73.29,88,88,12.66,overcast clouds
570,Antofagasta,CL,-23.65,-70.4,74.21,63,2,10.67,clear sky
571,Pimentel,PE,-6.8367,-79.9342,79.09,57,0,17.27,clear sky
572,Ocos,GT,14.5094,-92.1933,88.3,63,0,7.36,clear sky
573,Alta Floresta,BR,-9.8756,-56.0861,85.82,66,40,2.3,scattered clouds
574,Barcelos,PT,41.5388,-8.6151,61.84,75,3,3.44,clear sky
575,Obihiro,JP,42.9172,143.2044,5.95,92,9,3.38,clear sky
576,Benemerito De Las Americas,MX,16.5167,-90.6439,81.86,58,51,3.76,broken clouds
577,Ewo,CG,-0.8725,14.8206,82.29,58,92,3.27,light rain
578,Edd,ER,13.9297,41.6925,80.42,74,60,10.65,broken clouds
579,Pachelma,RU,53.2443,43.3521,17.94,99,97,4.88,overcast clouds
580,Muroto,JP,33.2833,134.15,47.35,52,95,7.83,overcast clouds
581,Melfi,IT,40.9965,15.6514,43.5,65,0,4.43,clear sky
582,Saint-Pierre,RE,-21.3393,55.4781,80.28,89,100,39.12,overcast clouds
583,Kloulklubed,PW,7.0419,134.2556,79.3,78,100,19.95,light rain
584,Bilma,NE,18.6853,12.9164,67.66,14,0,7.87,clear sky
585,Lompoc,US,34.6391,-120.4579,60.13,36,0,6.91,clear sky
586,Inhambane,MZ,-23.865,35.3833,82.38,78,20,9.22,few clouds
587,Sovetskiy,RU,61.3614,63.5842,22.24,97,100,4.54,overcast clouds
588,Amapa,BR,1.0,-52.0,78.62,92,94,3.18,overcast clouds
589,Nokaneng,BW,-19.6667,22.2667,78.13,61,87,4.76,overcast clouds
590,Cap-Aux-Meules,CA,47.3821,-61.8597,28.45,68,75,12.66,broken clouds
591,Jiangkou,CN,25.4872,119.1986,49.89,89,100,9.33,moderate rain
592,Paka,MY,4.6374,103.4368,76.93,94,98,0.0,overcast clouds
593,Chicama,PE,-7.8447,-79.1469,68.54,54,6,11.97,clear sky
594,Birao,CF,10.2849,22.7882,82.0,15,9,2.91,clear sky
595,Yatou,CN,37.15,122.3833,27.16,65,66,6.17,broken clouds
596,Troitsko-Pechorsk,RU,62.7084,56.1964,24.31,95,99,6.76,overcast clouds
597,Neryungri,RU,56.6709,124.6491,-11.24,94,100,10.76,overcast clouds
598,Noumea,NC,-22.2763,166.4572,69.78,85,89,8.66,overcast clouds
599,Pisco,PE,-13.7,-76.2167,75.25,64,0,9.22,clear sky
600,Esil,KZ,51.9556,66.4042,12.52,90,97,7.2,overcast clouds
601,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,71,21,11.61,few clouds
602,San Lorenzo,PY,-25.3333,-57.5333,99.59,31,75,14.0,broken clouds
603,Popondetta,PG,-8.7537,148.2534,73.94,90,100,2.28,light rain
604,San Bartolome De Tirajana,ES,27.9248,-15.5733,64.87,46,0,8.05,clear sky
605,Beibei,CN,29.8256,106.4339,45.37,85,100,1.59,light rain
606,Vostok,RU,46.4856,135.8833,-5.04,99,100,3.65,overcast clouds
607,Klyuchi,RU,52.2667,79.1667,-1.46,100,74,2.62,broken clouds
608,Hvolsvollur,IS,63.7533,-20.2243,25.81,85,100,1.7,overcast clouds
609,Epe,NG,6.5841,3.9834,83.55,39,0,9.66,clear sky
610,Mayskiy,RU,47.6931,40.1025,44.01,100,100,9.82,moderate rain
611,Ouadda,CF,8.0777,22.4007,85.96,16,51,6.42,broken clouds
612,Turayf,SA,31.6725,38.6637,53.85,43,0,23.02,clear sky
613,Hulan,CN,45.9833,126.6,-3.89,99,90,5.17,overcast clouds
614,Sadovoye,RU,47.7764,44.5089,36.7,86,100,12.1,moderate rain
615,Chatra,IN,24.2167,84.8667,58.98,70,0,4.74,clear sky
616,Hay River,CA,60.8156,-115.7999,-20.22,76,20,3.44,light snow
617,Atikokan,CA,48.7555,-91.6216,-8.12,84,88,8.93,overcast clouds
618,Lang Suan,TH,9.9456,99.0785,77.59,86,40,4.36,scattered clouds
619,Snyder,US,32.7179,-100.9176,32.52,93,100,18.41,light snow
620,Buraydah,SA,26.326,43.975,59.45,29,0,9.37,clear sky
621,Aketi,CD,2.7388,23.7833,83.05,38,50,2.71,scattered clouds
622,Quelimane,MZ,-17.8786,36.8883,82.35,78,20,8.05,few clouds
623,Tooele,US,40.5308,-112.2983,26.08,93,100,6.91,light snow
624,Maroantsetra,MG,-15.4333,49.7333,77.95,82,99,5.61,light rain
625,Khomeyn,IR,33.6423,50.0789,31.64,42,0,4.23,clear sky
626,Muros,ES,42.7762,-9.0603,64.9,61,11,2.48,few clouds
627,Mecca,SA,21.4267,39.8261,73.15,58,0,5.28,clear sky
628,Westport,US,41.1415,-73.3579,45.81,85,100,1.01,overcast clouds
629,Rocha,UY,-34.4833,-54.3333,87.85,31,0,6.87,clear sky
630,Bandar-E Anzali,IR,37.4727,49.4622,46.51,63,0,2.93,clear sky
631,Ponta Delgada,PT,37.7333,-25.6667,64.51,72,20,8.05,few clouds
632,Rawson,AR,-43.3002,-65.1023,79.05,29,99,13.35,overcast clouds
633,Lodja,CD,-3.4833,23.4333,72.97,85,98,2.1,overcast clouds
634,Lobito,AO,-12.3481,13.5456,77.36,69,6,8.59,clear sky
635,Konstantinovka,RU,49.6167,127.9833,-15.0,95,74,5.41,broken clouds
636,Jever,DE,53.5833,7.9,42.03,87,40,5.75,scattered clouds
637,Baghdad,IQ,33.3406,44.4009,53.51,54,0,4.61,clear sky
638,Kangaatsiaq,GL,68.3065,-53.4641,-6.05,92,98,12.28,overcast clouds
639,Dori,BF,14.0354,-0.0345,85.05,8,4,11.79,clear sky
640,Bar-Le-Duc,FR,48.75,5.1667,47.3,94,100,9.51,overcast clouds
641,Tabou,CI,4.423,-7.3528,83.03,69,74,11.16,broken clouds
642,Kem,RU,64.9555,34.5793,12.09,96,99,5.93,overcast clouds
643,Straumen,NO,63.8709,11.2999,23.0,89,100,4.9,overcast clouds
644,Beira,MZ,-19.8436,34.8389,82.49,78,20,9.22,few clouds
645,Husavik,IS,66.0449,-17.3389,24.71,89,100,6.89,overcast clouds
646,Krugersdorp,ZA,-26.0858,27.7752,77.63,64,0,5.86,clear sky
647,Catuday,PH,16.2923,119.8062,75.83,73,7,11.12,clear sky
648,Xinyu,CN,27.8043,114.9334,37.04,97,100,5.03,light rain
649,Mapimi,MX,25.8167,-103.85,64.17,14,3,4.36,clear sky
650,Hami,CN,42.8,93.45,22.68,31,39,1.48,scattered clouds
651,Oranjemund,NA,-28.55,16.4333,68.43,84,69,9.26,broken clouds
652,Boke,GN,10.9409,-14.2967,95.58,24,100,10.58,overcast clouds
653,Linxia,CN,35.6003,103.2064,13.75,83,16,3.49,few clouds
654,Dwarka,IN,22.2394,68.9678,73.45,78,1,13.42,clear sky
655,Pleasant Point,NZ,-44.2667,171.1333,66.92,84,99,6.62,overcast clouds
656,Los Banos,PH,14.1667,121.1833,77.79,83,99,8.41,overcast clouds
657,Port Blair,IN,11.6667,92.75,78.84,78,20,3.44,mist
658,Whitehorse,CA,60.7161,-135.0538,-6.99,77,100,6.91,light snow
659,Lagos,NG,6.5833,3.75,88.12,42,1,8.5,clear sky
660,Bolbec,FR,49.5732,0.4734,49.86,92,48,6.6,scattered clouds
661,Araouane,ML,18.9048,-3.5265,78.71,8,5,16.37,clear sky
662,Qasigiannguit,GL,68.8193,-51.1922,3.45,74,55,10.27,broken clouds
663,Dingle,PH,10.9995,122.6711,73.38,95,98,7.65,moderate rain
664,Cayenne,GF,4.9333,-52.3333,82.09,83,75,8.01,light rain
665,Kasongo,CD,-4.45,26.6667,70.21,94,99,1.86,overcast clouds
666,Alice Springs,AU,-23.7,133.8833,65.75,94,100,9.22,overcast clouds
667,Zhaodong,CN,46.0833,125.9833,-3.98,98,89,6.2,overcast clouds
668,Octeville,FR,49.6261,-1.6435,48.92,81,100,9.22,overcast clouds
669,Youkounkoun,GN,12.5333,-13.1333,99.91,5,7,9.33,clear sky
670,Manado,ID,1.487,124.8455,74.17,100,40,2.3,moderate rain
671,Parkes,AU,-33.1333,148.1833,59.36,71,0,5.82,clear sky
672,Lashio,MM,22.9333,97.75,46.76,80,0,2.13,clear sky
673,Kochinda,IN,21.7333,84.35,64.27,36,0,3.58,clear sky
674,Whitianga,NZ,-36.8333,175.7,70.02,92,95,7.85,overcast clouds
675,Talcahuano,CL,-36.7167,-73.1167,65.88,68,40,10.36,scattered clouds
676,Utinga,BR,-5.8172,-35.3954,88.65,62,40,19.57,scattered clouds
677,Zhigansk,RU,66.7697,123.3711,-12.82,98,100,1.21,light snow
678,Ayr,GB,55.4627,-4.6339,50.31,87,100,14.97,overcast clouds
679,Burhaniye,TR,39.5004,26.9727,51.66,93,40,11.5,thunderstorm with rain
680,Songjianghe,CN,42.1859,127.479,-1.53,93,95,4.18,overcast clouds
681,Veraval,IN,20.9,70.3667,71.6,80,20,11.7,few clouds
682,Benghazi,LY,32.1167,20.0667,55.67,66,91,17.22,overcast clouds
683,Manga,BF,11.6636,-1.0731,87.75,4,2,10.36,clear sky
684,Nicoya,CR,10.1483,-85.452,89.15,33,2,3.31,clear sky
685,Lesnoy,RU,57.6198,63.0784,20.52,90,59,9.01,broken clouds
