City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
409,Coahuayana,MX,81.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
411,Buala,SB,78.89,light rain,-8.145,159.5921,Maringe Lagoon Lodge
412,Mildura,AU,58.96,clear sky,-34.2,142.15,Mercure Hotel Mildura
413,Praia Da Vitoria,PT,63.75,scattered clouds,38.7333,-27.0667,Hotel Branco I
415,Lazdijai,LT,30.06,overcast clouds,54.2333,23.5167,Poilsis prie Akmenių ežero
417,Karpathos,GR,58.96,scattered clouds,35.507,27.2132,Alex
418,Mazagao,BR,86.05,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
419,Carupano,VE,83.75,clear sky,10.6678,-63.2585,Hotel La dorada
420,Kabinda,CD,67.1,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
421,Moranbah,AU,79.45,overcast clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
424,Bandarbeyla,SO,76.33,broken clouds,9.4942,50.8122,JABIR HOTEL
426,Bihariganj,IN,60.76,clear sky,25.7333,86.9833,Chandika Sthan Dharmshala
427,Bend,US,33.48,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
428,Hualmay,PE,76.15,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
431,Aloleng,PH,76.78,few clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
432,Tautira,PF,78.82,light rain,-17.7333,-149.15,Pension Oaoa
433,Nakamura,JP,37.51,overcast clouds,32.9833,132.9333,Hotel Crown Hills Nakamura
434,Sistranda,NO,30.9,snow,63.7256,8.834,Hotell Frøya
435,Sorland,NO,28.26,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
436,Comodoro Rivadavia,AR,76.86,clear sky,-45.8667,-67.5,Austral Hotel
438,Mogadishu,SO,79.27,overcast clouds,2.0371,45.3438,Hotel Juba
439,Sao Jose Da Coroa Grande,BR,85.23,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
440,Touros,BR,88.7,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
441,Wilmington,US,60.71,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
442,Sakakah,SA,54.36,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
443,Falam,MM,42.89,clear sky,22.9167,93.6833,Falang Government Guesthouse
444,Goderich,CA,33.21,snow,43.7501,-81.7165,Harmony Inn
445,Prudentopolis,BR,87.28,broken clouds,-25.2131,-50.9778,Mayná Hotel Prudentópolis
446,Padang,ID,78.42,overcast clouds,-0.9492,100.3543,Mercure Padang
447,Cap Malheureux,MU,81.09,moderate rain,-19.9842,57.6142,Pereybere Hotel & Spa
450,Carballo,ES,62.29,few clouds,43.213,-8.691,Pazo do Souto
452,Half Moon Bay,US,57.36,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
456,Skjervoy,NO,26.78,broken clouds,70.0311,20.9714,Skjervøy Byggeservice AS
458,Celestun,MX,80.85,clear sky,20.8667,-90.4,Posada Lilia
459,Barabai,ID,74.35,overcast clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
460,Axim,GH,83.57,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
462,Auki,SB,78.35,heavy intensity rain,-8.7676,160.7034,Auki Motel
463,Damaturu,NG,79.02,scattered clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
464,Tual,ID,82.96,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
465,Rusape,ZW,69.28,broken clouds,-18.5278,32.1284,Surrey Lodge
467,Los Llanos De Aridane,ES,67.75,clear sky,28.6585,-17.9182,Valle Aridane
469,Hirara,JP,71.1,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
470,Maraba,BR,80.78,scattered clouds,-5.3686,-49.1178,Hotel Del Principe
471,Grindavik,IS,30.15,light snow,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
473,Beatrice,US,18.18,clear sky,40.2681,-96.747,Victorian Inn Beatrice
474,Monkey Bay,MW,80.06,light rain,-14.0728,34.9201,Monkey Bay Beach Lodge
476,Nyrob,RU,24.6,overcast clouds,60.733,56.7202,Gostinitsa
477,Jaguey Grande,CU,79.45,clear sky,22.5269,-81.1286,Hostal lleana
478,Marawi,PH,67.64,overcast clouds,7.9986,124.2928,Derogongan Residence
480,Matay,EG,59.72,scattered clouds,28.419,30.7792,Nag Aespen
481,Mizdah,LY,47.73,scattered clouds,31.4451,12.9801,محمدالمبروك الاريقط
482,Champerico,GT,88.75,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
483,Cabano,PH,77.86,light rain,10.5869,122.7002,The Clara Beach and Guest House (official)
485,Marquette,US,12.34,overcast clouds,46.5333,-87.6335,Al Quaal Lodge
486,Trinidad,BO,84.18,scattered clouds,-14.8333,-64.9,Hotel Piesta
492,Nishihara,JP,69.08,mist,26.1842,127.7558,Minshuku Agaihama
495,Gizo,SB,81.9,moderate rain,-8.103,156.8419,Imagination Island
496,Dondo,MZ,81.91,few clouds,-19.6094,34.7431,Arco Iris
498,Vestmannaeyjar,IS,34.72,light snow,63.4427,-20.2734,Glamping & Camping
499,Kauhajoki,FI,12.4,overcast clouds,62.4333,22.1833,Helmin Kortteeri / Kahvila Helmi Saarikoski Oy
500,Havelock,US,58.98,few clouds,34.8791,-76.9013,Sherwood Motel
502,Jacobabad,PK,68.04,clear sky,28.281,68.4388,Sardar Hotel
504,Marsh Harbour,BS,72.19,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
505,Gdynia,PL,34.05,scattered clouds,54.5189,18.5319,Hotel Mercure Gdynia Centrum
507,Komae,JP,42.71,scattered clouds,35.6364,139.5744,TokyoEconoSpace.com
508,Camacha,PT,64.53,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
509,Collierville,US,55.8,overcast clouds,35.042,-89.6645,Hampton Inn Memphis/Collierville
511,Itoman,JP,69.82,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
512,Basco,PH,74.61,broken clouds,20.4487,121.9702,Nathaniel's Lodge
513,Mackay,AU,80.69,overcast clouds,-21.15,149.2,International Lodge Motel
514,Roswell,US,52.57,broken clouds,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
515,Vallenar,CL,84.02,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
518,Maldonado,UY,88.99,clear sky,-34.6667,-54.9167,La Cimarrona
519,Motupe,PE,87.67,clear sky,-6.1519,-79.7142,Hostal MALU
520,Tondano,ID,66.29,very heavy rain,1.3038,124.9112,Villa Bella
522,Piopio,NZ,61.09,overcast clouds,-38.4667,175.0167,Owls Nest Motel
523,Tucuman,AR,89.6,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
525,Sorong,ID,78.44,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
526,Kununurra,AU,78.78,broken clouds,-15.7667,128.7333,Hotel Kununurra
527,Boyolangu,ID,76.14,scattered clouds,-8.1181,111.8935,Yos ega cv
528,Logan,US,23.14,mist,41.7355,-111.8344,SpringHill Suites by Marriott Logan
529,Aden,YE,78.67,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
530,Peniche,PT,64.09,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
531,Katherine,AU,77.32,overcast clouds,-14.4667,132.2667,Pine Tree Motel
532,Mayo,US,46.74,mist,38.8876,-76.5119,Resorts Resource Group International
533,Sao Joao Da Barra,BR,84.29,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
534,Nong Phai,TH,79.65,clear sky,15.9903,101.0618,เอ็ม.เจ รีสอร์ท
535,Kashira,RU,21.54,broken clouds,54.8444,38.1669,"Гостиница Кашира, номер с кухней и ванной от 2500 руб. квартира на сутки Кашира."
536,Kalemie,CD,71.71,moderate rain,-5.9475,29.1947,Mahobilali
537,Harper,LR,82.99,broken clouds,4.375,-7.7169,Screensaver
538,Tigil,RU,11.43,overcast clouds,57.8,158.6667,Tigil'
540,Tongren,CN,35.53,light rain,27.7172,109.1853,Fanjing Mountain International Conference Center
545,Sedan,FR,48.31,overcast clouds,49.6667,5.0,"The Originals City, Hôtel Le Coeur d'Or, Sedan Est (Inter-Hotel)"
546,Waddan,LY,51.71,broken clouds,29.1614,16.139,محل الشريف محمد العايب
548,Carutapera,BR,79.03,moderate rain,-1.195,-46.02,Lidera
549,Slupsk,PL,31.21,overcast clouds,54.4641,17.0287,Hotel Pod Kluką
550,Sambava,MG,78.87,overcast clouds,-14.2667,50.1667,Melrose
551,Meulaboh,ID,78.51,overcast clouds,4.1363,96.1285,Kost Pria
552,Labuhan,ID,78.53,scattered clouds,-6.8844,112.2051,DoubleFAG
554,Sao Gabriel Da Cachoeira,BR,85.8,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
555,Loiza,PR,86.81,few clouds,18.4313,-65.8802,Malibu Beachfront
556,Favara,IT,49.89,clear sky,37.3175,13.6623,Le Suite Di Via Veneto
557,Keffi,NG,89.98,scattered clouds,8.8486,7.8736,Imam Family
558,Old Town,CZ,41.47,broken clouds,50.087,14.4202,Botanique Hotel Prague
560,Yarmouth,US,45.01,mist,41.7057,-70.2286,Blue Rock Resort
562,Lagunillas,VE,86.61,few clouds,10.1301,-71.2595,Casa de Beatriz y Chucho
563,Augusta,DE,42.48,scattered clouds,48.3667,10.8833,"Holiday Inn Express Augsburg, an IHG Hotel"
565,Morazan,HN,85.77,clear sky,15.3167,-87.6,Hotel Diana's
566,West Bay,KY,84.27,scattered clouds,19.3667,-81.4167,Calypso Cove
567,Humaita,BR,83.26,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
568,Florida,US,77.09,clear sky,28.7505,-82.5001,Sportsmens Cove
569,Alofi,NU,73.29,overcast clouds,-19.0595,-169.9187,Taloa Heights
570,Antofagasta,CL,74.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
571,Pimentel,PE,79.09,clear sky,-6.8367,-79.9342,Casona Del Muelle
572,Ocos,GT,88.3,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
573,Alta Floresta,BR,85.82,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
574,Barcelos,PT,61.84,clear sky,41.5388,-8.6151,Hotel Do Terço
576,Benemerito De Las Americas,MX,81.86,broken clouds,16.5167,-90.6439,"Tres Lagunas, Selva Lacandona"
577,Ewo,CG,82.29,light rain,-0.8725,14.8206,Residence Elonda Ewo
580,Muroto,JP,47.35,overcast clouds,33.2833,134.15,Oota Ryokan
581,Melfi,IT,43.5,clear sky,40.9965,15.6514,HOTEL TERME DI RAPOLLA
582,Saint-Pierre,RE,80.28,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
583,Kloulklubed,PW,79.3,light rain,7.0419,134.2556,Storyboard Beach Resort
584,Bilma,NE,67.66,clear sky,18.6853,12.9164,Expeditions Ténére voyages
585,Lompoc,US,60.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
586,Inhambane,MZ,82.38,few clouds,-23.865,35.3833,Oceano
587,Sovetskiy,RU,22.24,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
590,Cap-Aux-Meules,CA,28.45,broken clouds,47.3821,-61.8597,Auberge Madeli
591,Jiangkou,CN,49.89,moderate rain,25.4872,119.1986,DFM Hotel
592,Paka,MY,76.93,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
593,Chicama,PE,68.54,clear sky,-7.8447,-79.1469,Balihai Bungalows
595,Yatou,CN,27.16,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
596,Troitsko-Pechorsk,RU,24.31,overcast clouds,62.7084,56.1964,Pechora Gostinitsa
598,Noumea,NC,69.78,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
599,Pisco,PE,75.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
600,Esil,KZ,12.52,overcast clouds,51.9556,66.4042,Egorkino Hotel
601,Vila Franca Do Campo,PT,64.2,few clouds,37.7167,-25.4333,Pestana Bahia Praia
603,Popondetta,PG,73.94,light rain,-8.7537,148.2534,Timos Transit House
604,San Bartolome De Tirajana,ES,64.87,clear sky,27.9248,-15.5733,Las Tirajanas
605,Beibei,CN,45.37,light rain,29.8256,106.4339,FX Hotel Chongqing at Beibei Southwest University
608,Hvolsvollur,IS,25.81,overcast clouds,63.7533,-20.2243,Hotel Rangá
609,Epe,NG,83.55,clear sky,6.5841,3.9834,MAGVILLE HOTEL
610,Mayskiy,RU,44.01,moderate rain,47.6931,40.1025,Dio Lakrua
612,Turayf,SA,53.85,clear sky,31.6725,38.6637,Turaif
614,Sadovoye,RU,36.7,moderate rain,47.7764,44.5089,Putnik
615,Chatra,IN,58.98,clear sky,24.2167,84.8667,GOPI BHOJNALAY
618,Lang Suan,TH,77.59,scattered clouds,9.9456,99.0785,Langsuan Resort
619,Snyder,US,32.52,light snow,32.7179,-100.9176,"Holiday Inn Express & Suites Snyder, an IHG Hotel"
620,Buraydah,SA,59.45,clear sky,26.326,43.975,Mövenpick Qassim
622,Quelimane,MZ,82.35,few clouds,-17.8786,36.8883,Hotel Flamingo
623,Tooele,US,26.08,light snow,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
624,Maroantsetra,MG,77.95,light rain,-15.4333,49.7333,Annexe Vatsy Hôtel
625,Khomeyn,IR,31.64,clear sky,33.6423,50.0789,فروشگاه رنگ و ابزار عصاری
626,Muros,ES,64.9,few clouds,42.7762,-9.0603,Apartment Av. Castelao
627,Mecca,SA,73.15,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
628,Westport,US,45.81,overcast clouds,41.1415,-73.3579,The Westport Inn
629,Rocha,UY,87.85,clear sky,-34.4833,-54.3333,Hotel Arrarte
630,Bandar-E Anzali,IR,46.51,clear sky,37.4727,49.4622,هتل بیاچ
631,Ponta Delgada,PT,64.51,few clouds,37.7333,-25.6667,Vila Nova Hotel
632,Rawson,AR,79.05,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
634,Lobito,AO,77.36,clear sky,-12.3481,13.5456,Casa Rosa Hotel Residence
636,Jever,DE,42.03,scattered clouds,53.5833,7.9,Friesen-Hotel
637,Baghdad,IQ,53.51,clear sky,33.3406,44.4009,Baghdad Hotel
639,Dori,BF,85.05,clear sky,14.0354,-0.0345,Hôtel Liptako
640,Bar-Le-Duc,FR,47.3,overcast clouds,48.75,5.1667,ibis budget Bar-le-Duc
641,Tabou,CI,83.03,broken clouds,4.423,-7.3528,hotêl doufoulougou
642,Kem,RU,12.09,overcast clouds,64.9555,34.5793,Kuzova
643,Straumen,NO,23.0,overcast clouds,63.8709,11.2999,Jægtvolden Fjordhotell
644,Beira,MZ,82.49,few clouds,-19.8436,34.8389,Beira Terrace Hotel
645,Husavik,IS,24.71,overcast clouds,66.0449,-17.3389,Bjarnabúð
646,Krugersdorp,ZA,77.63,clear sky,-26.0858,27.7752,Aviators Retreat B&B
647,Catuday,PH,75.83,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
648,Xinyu,CN,37.04,light rain,27.8043,114.9334,Xinyu Beihu Hotel
649,Mapimi,MX,64.17,clear sky,25.8167,-103.85,Propiedad Lldm
650,Hami,CN,22.68,scattered clouds,42.8,93.45,Laoyutang Resort
653,Linxia,CN,13.75,few clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
654,Dwarka,IN,73.45,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
655,Pleasant Point,NZ,66.92,overcast clouds,-44.2667,171.1333,Pleasant Point Hotel
656,Los Banos,PH,77.79,overcast clouds,14.1667,121.1833,Sol Y Viento Mountain Hot Springs and Resort
657,Port Blair,IN,78.84,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
660,Bolbec,FR,49.86,scattered clouds,49.5732,0.4734,Hôtel Relais D'Etretat Restaurant Le Cocina
663,Dingle,PH,73.38,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
664,Cayenne,GF,82.09,light rain,4.9333,-52.3333,Hôtel Le Dronmi
665,Kasongo,CD,70.21,overcast clouds,-4.45,26.6667,Guest Hôtel
666,Alice Springs,AU,65.75,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
668,Octeville,FR,48.92,overcast clouds,49.6261,-1.6435,Hôtel Le Louvre Cherbourg
670,Manado,ID,74.17,moderate rain,1.487,124.8455,Aryaduta Hotel
671,Parkes,AU,59.36,clear sky,-33.1333,148.1833,Station Motel
672,Lashio,MM,46.76,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
673,Kochinda,IN,64.27,clear sky,21.7333,84.35,Shristi Lodge
674,Whitianga,NZ,70.02,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
675,Talcahuano,CL,65.88,scattered clouds,-36.7167,-73.1167,departamento comodo
676,Utinga,BR,88.65,scattered clouds,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
678,Ayr,GB,50.31,overcast clouds,55.4627,-4.6339,Mercure Ayr Hotel
679,Burhaniye,TR,51.66,thunderstorm with rain,39.5004,26.9727,Hotel Nova
681,Veraval,IN,71.6,few clouds,20.9,70.3667,Lords Inn Somnath
682,Benghazi,LY,55.67,overcast clouds,32.1167,20.0667,Tibesti Hotel
683,Manga,BF,87.75,clear sky,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
684,Nicoya,CR,89.15,clear sky,10.1483,-85.452,Las Cabinas Del Sueño
685,Lesnoy,RU,20.52,broken clouds,57.6198,63.0784,Apartamenty Na Sovetskoy
